t,x,y,z,Kitchen_AP,Lounge_AP,Upstairs_AP
612.548,0.962,-0.186,-0.042,,-69.0,
612.597856,0.956,-0.194,-0.044,,-69.0,
612.647904,0.966,-0.18,-0.036,,-69.0,
612.697952,0.962,-0.176,-0.032,,-69.0,
612.748,0.968,-0.164,-0.032,,-69.0,
612.797856,0.96,-0.16,-0.014,,-70.0,
612.847904,0.952,-0.17,-0.03,,-70.0,
612.897952,0.976,-0.16,-0.03,,-70.0,
612.948,0.968,-0.158,-0.034,,-70.0,
612.998856,0.95,-0.146,-0.032,,-69.0,
613.048904,0.97,-0.164,-0.024,,-69.0,
613.098952,0.96,-0.17,-0.032,,-69.0,
613.149,0.968,-0.174,-0.05,,-69.0,
613.198856,0.962,-0.168,-0.034,,-69.0,
613.248904,0.944,-0.178,-0.016,,-69.0,
613.298952,0.968,-0.168,-0.016,,-69.0,
613.349,0.952,-0.19,-0.016,,-69.0,
613.398856,0.966,-0.18,-0.024,,-69.0,
613.448904,0.952,-0.184,-0.04,,-69.0,
613.498952,0.952,-0.168,-0.046,,-69.0,
613.549,0.96,-0.17,-0.04,,-69.0,
613.598856,0.956,-0.176,-0.036,,-69.0,
613.648904,0.952,-0.184,-0.036,,-69.0,
613.698952,0.95,-0.184,-0.032,,-69.0,
613.749,0.944,-0.168,-0.034,,-69.0,
613.798856,0.946,-0.16,-0.052,,-68.0,
613.848904,0.946,-0.162,-0.05,,-68.0,
613.898952,0.992,-0.154,-0.058,,-68.0,
613.949,0.984,-0.17,-0.048,,-68.0,
613.999856,0.984,-0.144,-0.032,,-67.0,
614.049904,0.988,-0.152,-0.02,,-67.0,
614.099952,0.962,-0.154,-0.046,,-67.0,
614.15,0.944,-0.17,-0.032,,-67.0,
614.199856,0.944,-0.16,-0.034,,-67.0,
614.249904,0.958,-0.176,-0.048,,-67.0,
614.299952,0.974,-0.186,-0.064,,-67.0,
614.35,0.962,-0.19,-0.064,,-67.0,
614.399856,0.974,-0.196,-0.072,,-67.0,
614.449904,0.966,-0.174,-0.072,,-67.0,
614.499952,0.958,-0.178,-0.074,,-67.0,
614.55,0.95,-0.168,-0.064,,-67.0,
614.599856,0.944,-0.154,-0.036,,-68.0,
614.649904,0.976,-0.144,-0.052,,-68.0,
614.699952,0.972,-0.138,-0.062,,-68.0,
614.75,0.976,-0.138,-0.03,,-68.0,
614.799856,0.974,-0.132,-0.032,,-67.0,
614.849904,0.956,-0.164,-0.042,,-67.0,
614.899952,0.934,-0.138,-0.058,,-67.0,
614.95,0.918,-0.144,-0.05,,-67.0,
615.000856,0.906,-0.2,-0.032,,-66.0,
615.050904,0.854,-0.25,-0.05,,-66.0,
615.100952,0.958,-0.414,-0.072,,-66.0,
615.151,0.904,-0.426,-0.146,,-66.0,
615.200856,1.02,-0.416,-0.136,,-64.0,
615.250904,1.054,-0.318,-0.186,,-64.0,
615.300952,1.088,-0.312,-0.178,,-64.0,
615.351,0.914,-0.178,-0.128,,-64.0,
615.400856,0.806,-0.176,-0.16,,-64.0,
615.450904,0.732,-0.256,-0.178,,-64.0,
615.500952,0.774,-0.338,-0.186,,-64.0,
615.551,0.992,-0.482,-0.072,,-64.0,
615.600856,0.966,-0.4,-0.112,,-66.0,
615.650904,0.88,-0.312,-0.088,,-66.0,
615.700952,0.966,-0.352,-0.178,,-66.0,
615.751,1.504,-0.416,-0.538,,-66.0,
615.800856,1.414,-0.274,-0.434,,-66.0,
615.850904,0.812,-0.192,-0.106,,-66.0,
615.900952,0.454,-0.212,-0.02,,-66.0,
615.951,0.368,-0.27,-0.008,,-66.0,
616.001856,0.83,-0.36,-0.068,,-67.0,
616.051904,1.506,-0.37,-0.232,,-67.0,
616.101952,1.462,-0.36,-0.208,,-67.0,
616.152,1.328,-0.202,-0.124,,-67.0,
616.201856,1.36,-0.122,-0.09,,-69.0,
616.251904,1.19,-0.072,-0.128,,-69.0,
616.301952,1.086,-0.064,-0.078,,-69.0,
616.352,1.006,-0.078,-0.08,,-69.0,
616.401856,0.912,-0.098,-0.09,,-70.0,
616.451904,0.764,-0.072,-0.042,,-70.0,
616.501952,0.666,-0.082,-0.032,,-70.0,
616.552,0.56,-0.078,0.014,,-70.0,
616.601856,0.536,-0.08,0.018,,-74.0,
616.651904,0.6,-0.05,0.014,,-74.0,
616.701952,0.68,-0.052,-0.004,,-74.0,
616.752,0.828,-0.082,-0.066,,-74.0,
616.801856,0.902,-0.128,-0.112,,-68.0,
616.851904,1.056,-0.308,0.006,,-68.0,
616.901952,1.056,-0.366,0.142,,-68.0,
616.952,0.902,-0.328,0.062,,-68.0,
617.002856,0.984,-0.222,0.07,,-66.0,
617.052904,1.04,-0.178,0.096,,-66.0,
617.102952,1.062,-0.178,0.088,,-66.0,
617.153,0.96,-0.226,0.03,,-66.0,
617.202856,0.92,-0.242,-0.008,,-70.0,
617.252904,0.928,-0.224,-0.05,,-70.0,
617.302952,0.99,-0.164,-0.048,,-70.0,
617.353,0.96,-0.146,-0.068,,-70.0,
617.402856,0.962,-0.154,-0.104,,-75.0,
617.452904,0.982,-0.162,-0.098,,-75.0,
617.502952,0.978,-0.136,-0.096,,-75.0,
617.553,0.976,-0.158,-0.056,,-75.0,
617.602856,0.972,-0.162,-0.05,,-75.0,
617.652904,1.016,-0.162,-0.068,,-75.0,
617.702952,0.996,-0.17,-0.088,,-75.0,
617.753,0.968,-0.186,-0.082,,-75.0,
617.802856,0.958,-0.2,-0.056,,-71.0,
617.852904,0.908,-0.194,-0.064,,-71.0,
617.902952,0.936,-0.196,-0.05,,-71.0,
617.953,0.918,-0.182,-0.062,,-71.0,
618.002856,1.0,-0.218,-0.096,,-68.0,
618.052904,1.006,-0.228,-0.114,,-68.0,
618.102952,0.96,-0.232,-0.122,,-68.0,
618.153,0.954,-0.224,-0.126,,-68.0,
618.203856,0.968,-0.19,-0.152,,-68.0,
618.253904,0.972,-0.178,-0.138,,-68.0,
618.303952,0.966,-0.168,-0.104,,-68.0,
618.354,0.968,-0.174,-0.082,,-68.0,
618.403856,0.978,-0.162,-0.088,,-66.0,
618.453904,0.978,-0.122,-0.11,,-66.0,
618.503952,1.0,-0.122,-0.096,,-66.0,
618.554,0.974,-0.134,-0.052,,-66.0,
618.603856,0.998,-0.178,0.054,,-66.0,
618.653904,0.966,-0.174,0.13,,-66.0,
618.703952,1.04,-0.154,0.246,,-66.0,
618.754,0.998,0.22,0.284,,-66.0,
618.803856,0.968,-0.112,0.164,,-67.0,
618.853904,0.926,-0.222,0.078,,-67.0,
618.903952,0.898,-0.234,0.07,,-67.0,
618.954,0.952,-0.13,0.05,,-67.0,
619.003856,1.042,-0.142,0.068,,-64.0,
619.053904,1.006,-0.154,0.052,,-64.0,
619.103952,1.016,-0.128,0.038,,-64.0,
619.154,0.988,-0.094,0.006,,-64.0,
619.204856,0.952,-0.088,-0.03,,-69.0,
619.254904,0.934,-0.072,-0.078,,-69.0,
619.304952,0.928,-0.084,-0.128,,-69.0,
619.355,0.914,-0.09,-0.152,,-69.0,
619.404856,0.904,-0.114,-0.158,,-70.0,
619.454904,0.992,-0.16,-0.116,,-70.0,
619.504952,1.032,-0.218,-0.136,,-70.0,
619.555,1.144,-0.5,-0.072,,-70.0,
619.604856,1.104,-0.488,-0.308,,-68.0,-102.0
619.654904,0.984,-0.346,-0.494,,-68.0,-102.0
619.704952,1.022,-0.25,-0.332,,-68.0,-102.0
619.755,0.87,-0.304,-0.226,,-68.0,-102.0
619.804856,0.78,-0.338,-0.194,,-74.0,
619.854904,0.726,-0.482,-0.28,,-74.0,
619.904952,0.784,-0.43,-0.174,,-74.0,
619.955,0.774,-0.32,-0.174,,-74.0,
620.004856,0.798,-0.238,-0.226,,-76.0,
620.054904,0.792,-0.168,-0.256,,-76.0,
620.104952,0.736,-0.18,-0.466,,-76.0,
620.155,0.802,-0.32,-0.328,,-76.0,
620.205856,0.818,-0.318,-0.37,,-72.0,-100.0
620.255904,0.782,-0.076,-0.264,,-72.0,-100.0
620.305952,0.69,-0.146,-0.16,,-72.0,-100.0
620.356,0.868,-0.292,0.062,,-72.0,-100.0
620.405856,1.17,-0.576,-0.104,,-68.0,-100.0
620.455904,1.152,-0.766,-0.656,,-68.0,-100.0
620.505952,1.086,-0.438,-0.57,,-68.0,-100.0
620.556,0.944,-0.032,-0.25,,-68.0,-100.0
620.605856,0.968,0.11,-0.106,,-81.0,
620.655904,0.846,0.012,-0.144,,-81.0,
620.705952,0.902,0.128,-0.16,,-81.0,
620.756,1.112,0.088,0.028,,-81.0,
620.805856,1.04,0.014,0.082,,-74.0,
620.855904,1.062,-0.168,0.014,,-74.0,
620.905952,0.934,-0.316,-0.05,,-74.0,
620.956,0.902,-0.32,-0.03,,-74.0,
621.005856,0.878,-0.16,-0.07,,-78.0,
621.055904,0.87,-0.04,-0.072,,-78.0,
621.105952,0.952,0.044,-0.088,,-78.0,
621.156,1.022,-0.05,-0.122,,-78.0,
621.206856,1.0,-0.116,-0.154,,-84.0,
621.256904,0.988,-0.128,-0.13,,-84.0,
621.306952,0.992,-0.13,-0.122,,-84.0,
621.357,0.978,-0.164,-0.128,,-84.0,
621.406856,1.008,-0.2,-0.128,,-72.0,
621.456904,0.998,-0.224,-0.136,,-72.0,
621.506952,0.76,-0.296,-0.032,,-72.0,
621.557,0.672,-0.37,0.014,,-72.0,
621.606856,0.718,-0.416,0.006,,-67.0,
621.656904,0.93,-0.474,0.016,,-67.0,
621.706952,0.886,-0.488,0.018,,-67.0,
621.757,0.908,-0.414,-0.016,,-67.0,
621.806856,0.75,-0.304,-0.05,,-63.0,
621.856904,0.752,-0.26,0.014,,-63.0,
621.906952,0.638,-0.224,-0.032,,-63.0,
621.957,0.624,-0.178,-0.048,,-63.0,
622.006856,0.62,-0.292,-0.218,,-70.0,
622.056904,0.662,-0.382,-0.43,,-70.0,
622.106952,0.816,-0.782,-0.488,,-70.0,
622.157,1.008,-0.586,-0.644,,-70.0,
622.207856,0.88,-0.464,-0.426,,-69.0,
622.257904,0.966,-0.526,-0.416,,-69.0,
622.307952,0.6,-1.09,-1.01,,-69.0,
622.358,1.038,-0.832,-0.528,,-69.0,
622.407856,0.654,-0.328,-0.586,,-73.0,
622.457904,0.614,-0.496,-0.644,,-73.0,
622.507952,0.518,-0.64,-0.528,,-73.0,
622.558,0.508,-0.58,-0.498,,-73.0,
622.607856,0.542,-0.656,-0.576,,-76.0,
622.657904,0.504,-0.69,-0.552,,-76.0,
622.707952,0.472,-0.76,-0.49,,-76.0,
622.758,0.486,-0.826,-0.456,,-76.0,
622.807856,0.45,-0.8,-0.424,,-69.0,
622.857904,0.36,-0.804,-0.336,,-69.0,
622.907952,0.24,-0.918,-0.13,,-69.0,
622.958,0.198,-0.854,0.006,,-69.0,
623.007856,0.206,-0.898,-0.016,,-74.0,
623.057904,0.098,-0.922,-0.148,,-74.0,
623.107952,0.096,-0.928,-0.178,,-74.0,
623.158,-0.016,-0.93,-0.066,,-74.0,
623.207856,-0.066,-0.864,-0.062,,-72.0,
623.257904,-0.096,-0.836,-0.136,,-72.0,
623.307952,-0.098,-0.84,-0.19,,-72.0,
623.358,0.024,-0.922,-0.154,,-72.0,
623.608856,0.224,-0.904,-0.16,,-65.0,
623.658904,0.2,-0.916,-0.128,,-65.0,
623.708952,0.248,-1.022,-0.102,,-65.0,
623.759,0.286,-0.952,-0.02,,-65.0,
623.808856,0.348,-0.922,0.088,,-67.0,
623.858904,0.326,-0.9,0.108,,-67.0,
623.908952,0.242,-0.93,0.108,,-67.0,
623.959,0.204,-1.082,0.056,,-67.0,
624.008856,0.326,-0.944,-0.004,,-68.0,
624.058904,0.248,-0.968,-0.04,,-68.0,
624.108952,0.252,-0.958,0.048,,-68.0,
624.159,0.208,-0.898,-0.018,,-68.0,
624.208856,0.104,-0.816,-0.132,,-69.0,
624.258904,0.294,-1.082,0.008,,-69.0,
624.308952,0.368,-1.058,0.078,,-69.0,
624.359,0.224,-1.01,0.04,,-69.0,
624.408856,0.226,-0.912,-0.032,,-66.0,
624.458904,0.216,-0.93,-0.066,,-66.0,
624.508952,0.224,-1.008,-0.058,,-66.0,
624.559,0.214,-0.998,-0.052,,-66.0,
624.609856,0.192,-0.926,-0.02,,-66.0,
624.659904,0.204,-0.858,0.14,,-66.0,
624.709952,0.198,-0.944,0.096,,-66.0,
624.76,0.298,-1.042,0.224,,-66.0,
624.809856,0.246,-0.874,0.178,,-66.0,
624.859904,0.23,-0.946,0.168,,-66.0,
624.909952,0.24,-0.912,0.166,,-66.0,
624.96,0.222,-0.948,0.15,,-66.0,
625.009856,0.224,-0.96,0.146,,-66.0,
625.059904,0.22,-0.954,0.14,,-66.0,
625.109952,0.226,-1.016,0.128,,-66.0,
625.16,0.206,-0.858,0.168,,-66.0,
625.209856,0.22,-0.936,0.168,,-66.0,
625.259904,0.232,-0.968,0.146,,-66.0,
625.309952,0.22,-0.936,0.194,,-66.0,
625.36,0.216,-0.946,0.184,,-66.0,
625.409856,0.2,-0.936,0.184,,-66.0,
625.459904,0.194,-0.912,0.178,,-66.0,
625.509952,0.224,-0.964,0.176,,-66.0,
625.56,0.204,-0.958,0.162,,-66.0,
625.610856,0.2,-0.928,0.188,,-66.0,
625.660904,0.242,-1.006,0.184,,-66.0,
625.710952,0.194,-0.958,0.146,,-66.0,
625.761,0.204,-0.932,0.184,,-66.0,
625.810856,0.214,-0.962,0.174,,-66.0,
625.860904,0.216,-0.946,0.168,,-66.0,
625.910952,0.214,-0.958,0.16,,-66.0,
625.961,0.212,-0.94,0.188,,-66.0,
626.010856,0.2,-0.96,0.174,,-66.0,
626.060904,0.184,-0.944,0.16,,-66.0,
626.110952,0.194,-0.946,0.194,,-66.0,
626.161,0.204,-0.932,0.21,,-66.0,
626.210856,0.23,-0.946,0.194,,-66.0,
626.260904,0.216,-0.948,0.184,,-66.0,
626.310952,0.208,-0.958,0.176,,-66.0,
626.361,0.21,-0.968,0.182,,-66.0,
626.410856,0.198,-0.94,0.174,,-66.0,
626.460904,0.198,-0.932,0.166,,-66.0,
626.510952,0.206,-0.964,0.178,,-66.0,
626.561,0.222,-0.968,0.198,,-66.0,
626.611856,0.2,-0.948,0.198,,-66.0,
626.661904,0.198,-0.952,0.192,,-66.0,
626.711952,0.198,-0.938,0.194,,-66.0,
626.762,0.198,-0.958,0.214,,-66.0,
626.811856,0.198,-0.954,0.158,,-66.0,
626.861904,0.188,-0.962,0.156,,-66.0,
626.911952,0.174,-0.946,0.168,,-66.0,
626.962,0.192,-0.948,0.194,,-66.0,
627.011856,0.188,-0.938,0.214,,-66.0,
627.061904,0.204,-0.96,0.172,,-66.0,
627.111952,0.206,-0.944,0.18,,-66.0,
627.162,0.206,-0.942,0.198,,-66.0,
627.211856,0.206,-0.934,0.192,,-67.0,
627.261904,0.226,-0.986,0.174,,-67.0,
627.311952,0.226,-0.944,0.152,,-67.0,
627.362,0.228,-0.96,0.172,,-67.0,
627.411856,0.224,-0.932,0.176,,-67.0,
627.461904,0.226,-0.944,0.174,,-67.0,
627.511952,0.23,-0.946,0.18,,-67.0,
627.562,0.224,-0.948,0.172,,-67.0,
627.612856,0.234,-0.948,0.178,,-67.0,
627.662904,0.222,-0.96,0.166,,-67.0,
627.712952,0.24,-0.946,0.188,,-67.0,
627.763,0.236,-0.942,0.188,,-67.0,
627.812856,0.22,-0.942,0.204,,-68.0,
627.862904,0.218,-0.954,0.2,,-68.0,
627.912952,0.232,-0.954,0.194,,-68.0,
627.963,0.216,-0.942,0.212,,-68.0,
628.012856,0.222,-0.944,0.2,,-68.0,
628.062904,0.216,-0.944,0.206,,-68.0,
628.112952,0.23,-0.958,0.216,,-68.0,
628.163,0.232,-0.926,0.216,,-68.0,
628.212856,0.224,-0.924,0.228,,-68.0,
628.262904,0.238,-0.936,0.236,,-68.0,
628.312952,0.24,-0.906,0.204,,-68.0,
628.363,0.24,-0.946,0.22,,-68.0,
628.412856,0.226,-0.928,0.23,,-68.0,
628.462904,0.226,-0.958,0.208,,-68.0,
628.512952,0.226,-0.922,0.19,,-68.0,
628.563,0.226,-0.952,0.198,,-68.0,
628.612856,0.23,-0.944,0.192,,-68.0,
628.662904,0.232,-0.986,0.152,,-68.0,
628.712952,0.24,-0.946,0.166,,-68.0,
628.763,0.206,-0.906,0.174,,-68.0,
628.813856,0.22,-0.958,0.166,,-68.0,
628.863904,0.206,-0.952,0.15,,-68.0,
628.913952,0.226,-0.974,0.124,,-68.0,
628.964,0.21,-0.91,0.048,,-68.0,
629.013856,0.254,-0.946,0.126,,-78.0,
629.063904,0.326,-1.066,0.184,,-78.0,
629.113952,0.656,-1.346,0.37,,-78.0,
629.164,0.838,-1.146,0.504,,-78.0,
629.213856,0.528,-0.616,0.462,,-73.0,
629.263904,0.93,-1.04,0.398,,-73.0,
629.313952,0.646,-0.298,0.152,,-73.0,
629.364,0.364,-0.272,0.088,,-73.0,
629.413856,0.446,-0.526,-0.064,,-72.0,
629.463904,0.582,-0.73,-0.27,,-72.0,
629.513952,0.728,-1.17,-0.624,,-72.0,
629.564,0.654,-1.144,-0.954,,-72.0,
629.613856,0.574,-1.25,-1.25,,-81.0,
629.663904,0.322,-1.296,-1.184,,-81.0,
629.713952,0.096,-1.306,-0.618,,-81.0,
629.764,0.144,-1.082,-0.536,,-81.0,
629.814856,0.304,-1.304,-0.388,,-72.0,
629.864904,0.93,-0.858,-0.61,,-72.0,
629.914952,1.286,0.124,0.224,,-72.0,
629.965,1.232,-0.864,-0.376,,-72.0,
630.014856,0.712,0.078,0.07,,-73.0,
630.064904,1.222,-0.384,-0.122,,-73.0,
630.114952,0.886,-0.008,-0.074,,-73.0,
630.165,1.182,-0.068,-0.128,,-73.0,
630.214856,1.166,-0.128,0.038,,-75.0,
630.264904,0.936,0.024,0.028,,-75.0,
630.314952,0.842,0.176,0.068,,-75.0,
630.365,0.976,0.114,-0.114,,-75.0,
630.414856,0.88,0.134,0.096,,-74.0,
630.464904,1.04,0.146,0.07,,-74.0,
630.514952,0.864,0.24,0.108,,-74.0,
630.565,1.016,0.086,0.104,,-74.0,
630.614856,0.952,0.14,-0.002,,-72.0,
630.664904,1.038,0.104,0.038,,-72.0,
630.714952,0.956,0.126,0.092,,-72.0,
630.765,1.038,0.192,0.05,,-72.0,
630.815856,0.888,0.226,0.088,,-72.0,
630.865904,0.992,0.024,0.002,,-72.0,
630.915952,1.038,-0.048,-0.066,,-72.0,
630.966,0.992,0.024,-0.032,,-72.0,
631.015856,1.176,0.112,-0.09,,-74.0,
631.065904,1.094,0.112,-0.168,,-74.0,
631.115952,0.944,-0.056,-0.048,,-74.0,
631.166,1.06,-0.036,-0.042,,-74.0,
631.215856,0.992,0.208,-0.018,,-71.0,
631.265904,1.076,0.096,-0.042,,-71.0,
631.315952,0.956,-0.168,0.002,,-71.0,
631.366,1.1,-0.208,-0.016,,-71.0,
631.415856,0.998,-0.074,0.014,,-70.0,
631.465904,0.606,-0.032,-0.112,,-70.0,
631.515952,1.368,-0.216,-0.112,,-70.0,
631.566,1.328,-0.416,0.088,,-70.0,
631.615856,0.792,-0.09,0.094,,-72.0,
631.665904,0.478,0.032,0.206,,-72.0,
631.715952,1.056,-0.73,0.108,,-72.0,
631.766,1.02,-0.6,0.45,,-72.0,
631.816856,0.878,-0.718,0.764,,-66.0,
631.866904,1.422,-0.816,-0.12,,-66.0,
631.916952,0.806,-0.872,-0.234,,-66.0,
631.967,0.866,-0.218,0.348,,-66.0,
632.016856,1.154,-0.516,0.678,,-71.0,
632.066904,1.272,-0.568,1.02,,-71.0,
632.116952,1.472,-0.13,1.08,,-71.0,
632.167,1.19,-0.548,0.728,,-71.0,
632.216856,0.786,-0.532,0.608,-99.0,-69.0,-98.0
632.266904,0.206,-0.484,0.258,-99.0,-69.0,-98.0
632.316952,-0.186,-0.164,0.284,-99.0,-69.0,-98.0
632.367,-0.394,0.11,0.336,-99.0,-69.0,-98.0
632.416856,-0.44,0.022,0.4,-100.0,-71.0,
632.466904,-0.338,0.052,0.434,-100.0,-71.0,
632.516952,-0.21,-0.018,0.648,-100.0,-71.0,
632.567,-0.28,0.508,0.754,-100.0,-71.0,
632.616856,-0.394,0.71,1.164,-100.0,-73.0,-98.0
632.666904,-0.512,0.574,1.128,-100.0,-73.0,-98.0
632.716952,-0.456,0.434,1.058,-100.0,-73.0,-98.0
632.767,-0.282,0.742,1.094,-100.0,-73.0,-98.0
632.817856,-0.274,0.646,1.148,,-75.0,
632.867904,-0.168,0.456,0.828,,-75.0,
632.917952,-0.178,0.346,0.926,,-75.0,
632.968,-0.16,0.574,0.892,,-75.0,
633.017856,-0.186,0.478,0.918,,-71.0,-99.0
633.067904,-0.04,0.494,1.042,,-71.0,-99.0
633.117952,-0.126,0.296,0.974,,-71.0,-99.0
633.168,-0.162,0.15,0.896,,-71.0,-99.0
633.217856,-0.046,-0.05,0.872,-98.0,-74.0,
633.267904,0.072,-0.24,0.798,-98.0,-74.0,
633.317952,0.24,-0.184,0.934,-98.0,-74.0,
633.368,0.382,-0.04,0.92,-98.0,-74.0,
633.417856,0.508,0.16,0.896,-102.0,-72.0,-95.0
633.467904,0.424,0.076,0.882,-102.0,-72.0,-95.0
633.517952,0.082,0.262,0.92,-102.0,-72.0,-95.0
633.568,-0.08,0.374,0.95,-102.0,-72.0,-95.0
633.617856,-0.306,0.342,1.038,-99.0,-83.0,-100.0
633.667904,-0.464,0.392,0.988,-99.0,-83.0,-100.0
633.717952,-0.576,0.59,0.968,-99.0,-83.0,-100.0
633.768,-0.386,0.764,0.832,-99.0,-83.0,-100.0
633.817856,-0.084,0.748,0.768,-100.0,-75.0,
633.867904,-0.04,0.758,0.718,-100.0,-75.0,
633.917952,-0.18,0.688,0.718,-100.0,-75.0,
633.968,-0.282,0.67,0.696,-100.0,-75.0,
634.018856,-0.296,0.608,0.684,,-89.0,
634.068904,-0.284,0.604,0.616,,-89.0,
634.118952,-0.212,0.672,0.632,,-89.0,
634.169,-0.208,0.684,0.56,,-89.0,
634.218856,-0.15,0.77,0.492,,-79.0,
634.268904,-0.144,0.734,0.398,,-79.0,
634.318952,-0.068,1.102,0.318,,-79.0,
634.369,-0.036,1.126,0.326,,-79.0,
634.418856,-0.016,1.136,0.292,,-75.0,
634.468904,0.006,1.23,0.304,,-75.0,
634.518952,-0.074,1.048,0.24,,-75.0,
634.569,-0.098,1.026,0.176,,-75.0,
634.618856,-0.148,0.952,0.184,-103.0,-76.0,
634.668904,-0.162,0.87,0.242,-103.0,-76.0,
634.718952,-0.1,0.78,0.27,-103.0,-76.0,
634.769,-0.13,0.758,0.286,-103.0,-76.0,
634.818856,-0.162,0.99,0.23,,-82.0,-94.0
634.868904,-0.164,0.926,0.23,,-82.0,-94.0
634.918952,-0.074,0.946,0.222,,-82.0,-94.0
634.969,-0.05,1.02,0.204,,-82.0,-94.0
635.019856,0.042,0.998,0.158,-93.0,-71.0,-102.0
635.069904,0.192,1.054,0.104,-93.0,-71.0,-102.0
635.119952,0.366,0.92,0.672,-93.0,-71.0,-102.0
635.17,0.394,0.864,0.148,-93.0,-71.0,-102.0
635.219856,0.454,0.688,0.278,,-74.0,-88.0
635.269904,0.518,0.702,0.368,,-74.0,-88.0
635.319952,0.396,0.688,0.44,,-74.0,-88.0
635.37,0.2,0.896,0.418,,-74.0,-88.0
635.419856,-0.084,1.05,0.204,-96.0,-74.0,-92.0
635.469904,-0.128,1.092,0.098,-96.0,-74.0,-92.0
635.519952,-0.148,1.094,0.054,-96.0,-74.0,-92.0
635.57,-0.1,0.878,0.118,-96.0,-74.0,-92.0
635.619856,-0.09,0.936,0.088,-97.0,-78.0,-89.0
635.669904,-0.02,0.94,0.2,-97.0,-78.0,-89.0
635.719952,0.024,0.782,0.294,-97.0,-78.0,-89.0
635.77,0.014,0.984,0.142,-97.0,-78.0,-89.0
635.819856,-0.03,0.984,0.08,-91.0,-74.0,-88.0
635.869904,-0.042,1.02,0.102,-91.0,-74.0,-88.0
635.919952,0.022,1.016,0.098,-91.0,-74.0,-88.0
635.97,0.07,0.908,-0.008,-91.0,-74.0,-88.0
636.020856,0.054,0.994,0.04,-91.0,-72.0,-91.0
636.070904,0.046,1.016,0.068,-91.0,-72.0,-91.0
636.120952,-0.002,1.006,-0.064,-91.0,-72.0,-91.0
636.171,0.006,0.972,0.014,-91.0,-72.0,-91.0
636.220856,0.014,0.978,-0.002,-93.0,-75.0,-90.0
636.270904,0.014,0.936,-0.058,-93.0,-75.0,-90.0
636.320952,0.04,0.958,0.018,-93.0,-75.0,-90.0
636.371,0.04,0.984,0.03,-93.0,-75.0,-90.0
636.420856,-0.012,1.02,-0.008,-95.0,-79.0,-89.0
636.470904,0.036,0.974,0.12,-95.0,-79.0,-89.0
636.520952,0.002,0.958,0.12,-95.0,-79.0,-89.0
636.571,0.024,1.008,0.072,-95.0,-79.0,-89.0
636.620856,0.044,1.034,0.024,-94.0,-76.0,-90.0
636.670904,0.034,0.94,0.174,-94.0,-76.0,-90.0
636.720952,0.038,1.006,0.296,-94.0,-76.0,-90.0
636.771,0.08,1.486,0.322,-94.0,-76.0,-90.0
636.820856,0.062,1.552,-0.168,-94.0,-69.0,-88.0
636.870904,0.28,1.474,0.328,-94.0,-69.0,-88.0
636.920952,0.156,1.46,-0.016,-94.0,-69.0,-88.0
636.971,0.158,1.144,-0.128,-94.0,-69.0,-88.0
637.021856,0.352,0.806,-0.186,-96.0,-70.0,-103.0
637.071904,0.334,0.432,0.094,-96.0,-70.0,-103.0
637.121952,0.466,0.092,0.238,-96.0,-70.0,-103.0
637.172,0.374,-0.302,0.432,-96.0,-70.0,-103.0
637.221856,0.4,-1.122,1.094,,-84.0,
637.271904,0.464,-0.786,1.248,,-84.0,
637.321952,0.386,-0.272,1.79,,-84.0,
637.372,0.434,0.626,2.338,,-84.0,
637.421856,0.114,-0.672,1.182,,-74.0,-102.0
637.471904,-0.154,-0.19,0.856,,-74.0,-102.0
637.521952,0.06,-0.344,1.064,,-74.0,-102.0
637.572,0.126,-0.144,1.054,,-74.0,-102.0
637.621856,0.19,-0.094,1.058,-102.0,-67.0,-94.0
637.671904,-0.026,-0.12,1.176,-102.0,-67.0,-94.0
637.721952,-0.314,-0.288,1.052,-102.0,-67.0,-94.0
637.772,-0.212,-0.274,0.992,-102.0,-67.0,-94.0
637.821856,-0.09,-0.318,0.816,,-71.0,
637.871904,0.028,-0.404,0.886,,-71.0,
637.921952,-0.378,0.12,0.694,,-71.0,
637.972,-0.318,0.184,0.63,,-71.0,
638.022856,-0.194,0.208,1.112,,-70.0,-99.0
638.072904,-0.466,0.61,0.88,,-70.0,-99.0
638.122952,0.092,-0.068,1.138,,-70.0,-99.0
638.173,-0.072,-0.012,1.022,,-70.0,-99.0
638.222856,0.434,0.14,1.342,,-75.0,
638.272904,0.402,0.142,1.552,,-75.0,
638.322952,0.286,0.304,1.266,,-75.0,
638.373,0.3,-0.024,1.112,,-75.0,
638.422856,0.568,0.288,0.654,,-81.0,
638.472904,0.384,0.472,0.866,,-81.0,
638.522952,0.638,0.312,0.818,,-81.0,
638.573,0.326,0.418,0.85,,-81.0,
638.622856,0.508,0.198,0.936,,-74.0,
638.672904,0.94,-0.382,0.876,,-74.0,
638.722952,0.568,0.078,1.442,,-74.0,
638.773,0.438,-0.178,0.944,,-74.0,
638.822856,0.23,-0.306,1.152,,-75.0,
638.872904,-0.16,-0.052,1.23,,-75.0,
638.922952,0.022,0.114,1.446,,-75.0,
638.973,0.312,0.354,1.164,,-75.0,
639.022856,0.36,0.194,0.984,,-78.0,
639.072904,0.24,0.046,0.742,,-78.0,
639.122952,0.078,-0.11,0.638,,-78.0,
639.173,-0.168,0.006,0.566,,-78.0,
639.223856,-0.26,-0.048,0.542,,-69.0,-102.0
